RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,Date,RentIndex,Fecha_ES,Year,MedianIncome,RentIndexPct
46298,47,Long Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-02-28,1288.339420676493,Feb 2015,2015,4398.583333333333,29.28987183016865
41515,48,Virginia Beach,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,2015-02-28,1178.5223131380685,Feb 2015,2015,5552.833333333333,21.223801299121803
3506,49,Bakersfield,city,CA,CA,"Bakersfield, CA",Kern County,2015-02-28,1086.3096227661556,Feb 2015,2015,4757.916666666667,22.83162356282313
41176,50,Tampa,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2015-02-28,1047.4339576439893,Feb 2015,2015,3682.0833333333335,28.446774904895033
13072,51,Oakland,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2015-02-28,1772.826055621363,Feb 2015,2015,4551.5,38.95036923259064
20859,52,Tulsa,city,OK,OK,"Tulsa, OK",Tulsa County,2015-02-28,746.3300708846341,Feb 2015,2015,3523.6666666666665,21.180495815475382
5983,53,Minneapolis,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2015-02-28,1164.0208718971,Feb 2015,2015,4290.0,27.133353657275062
16846,54,Aurora,city,CO,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County,2015-02-28,1060.754383929363,Feb 2015,2015,4417.583333333333,24.012096748132194
25428,57,Knoxville,city,TN,TN,"Knoxville, TN",Knox County,2015-02-28,868.0879844480207,Feb 2015,2015,2852.1666666666665,30.436088977316224
50763,58,Arlington,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2015-02-28,886.2945377754496,Feb 2015,2015,4443.833333333333,19.944369450747097
44055,59,Baton Rouge,city,LA,LA,"Baton Rouge, LA",East Baton Rouge Parish,2015-02-28,976.2561540816504,Feb 2015,2015,3323.0,29.378758774650933
19594,60,New Orleans,city,LA,LA,"New Orleans-Metairie, LA",Orleans Parish,2015-02-28,1163.2504513414542,Feb 2015,2015,3066.0,37.94032783240229
7929,61,Wichita,city,KS,KS,"Wichita, KS",Sedgwick County,2015-02-28,727.9893827402755,Feb 2015,2015,3828.9166666666665,19.012933581916787
